"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"yellow",1570,1535,2,9.60246018614813e-14,1.61724634455107e-09,387,0.252117263843648,0.158866995073892,2436,"GO:0006351","BP","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"yellow",1570,1535,3,1.20647240860017e-13,2.03194083056441e-09,389,0.253420195439739,0.158452138492872,2455,"GO:0032774","BP","RNA biosynthetic process","The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."
"yellow",1570,1535,4,1.55229061239213e-13,2.61436784939083e-09,379,0.246905537459283,0.159109991603694,2382,"GO:2001141","BP","regulation of RNA biosynthetic process","Any process that modulates the frequency, rate or extent of RNA biosynthetic process."
"yellow",1570,1535,5,1.72836672387848e-13,2.91091523635614e-09,378,0.246254071661238,0.159090909090909,2376,"GO:1903506","BP","regulation of nucleic acid-templated transcription","Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription."
"yellow",1570,1535,6,1.92415372834276e-13,3.24065970927488e-09,377,0.245602605863192,0.159071729957806,2370,"GO:0006355","BP","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"yellow",1570,1535,7,2.02408525758634e-13,3.40896439082691e-09,445,0.289902280130293,0.153448275862069,2900,"GO:0051171","BP","regulation of nitrogen compound metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."
"yellow",1570,1535,8,4.56036539695301e-13,7.68056740154826e-09,437,0.284690553745928,0.153279551034725,2851,"GO:0010468","BP","regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"yellow",1570,1535,9,2.87784998222824e-12,4.8468749400688e-08,462,0.300977198697068,0.149902660609994,3082,"GO:0016070","BP","RNA metabolic process","The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
"yellow",1570,1535,10,2.38085020833735e-11,4.00982792088177e-07,485,0.315960912052117,0.146658602963411,3307,"GO:0034645","BP","cellular macromolecule biosynthetic process","The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells."
"yellow",1570,1535,11,7.54179449672233e-11,1.27018902913797e-06,570,0.371335504885993,0.141614906832298,4025,"GO:0031323","BP","regulation of cellular metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
"yellow",1570,1535,12,2.19468074159964e-10,3.69628130500211e-06,489,0.3185667752443,0.144460856720827,3385,"GO:0009059","BP","macromolecule biosynthetic process","The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"yellow",1570,1535,13,2.21439408905461e-10,3.72948252478577e-06,527,0.343322475570033,0.142625169147497,3695,"GO:0010467","BP","gene expression","The process in which a gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"yellow",1570,1535,14,3.83377214708982e-10,6.45683905012867e-06,226,0.147231270358306,0.167655786350148,1348,"GO:0006366","BP","transcription from RNA polymerase II promoter","The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."
"yellow",1570,1535,15,1.32825926468371e-09,2.2370542535803e-05,242,0.157654723127036,0.162962962962963,1485,"GO:0003677","MF","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"yellow",1570,1535,16,1.47711676655418e-09,2.48776005823055e-05,545,0.355048859934853,0.140247040658775,3886,"GO:0006139","BP","nucleobase-containing compound metabolic process","Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."
"yellow",1570,1535,17,4.26921679865527e-09,7.1902149322952e-05,215,0.140065146579805,0.165130568356375,1302,"GO:0006357","BP","regulation of transcription from RNA polymerase II promoter","Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"yellow",1570,1535,18,4.40433607897025e-09,7.4177828242017e-05,400,0.260586319218241,0.146412884333821,2732,"GO:0003676","MF","nucleic acid binding","Interacting selectively and non-covalently with any nucleic acid."
"yellow",1570,1535,19,6.31892408158667e-09,0.000106423319382083,608,0.396091205211726,0.136752136752137,4446,"GO:0019222","BP","regulation of metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"yellow",1570,1535,20,1.17039315306254e-08,0.000197117614838792,555,0.361563517915309,0.138094053247076,4019,"GO:0006725","BP","cellular aromatic compound metabolic process","The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."
